time,open,high,low,close,volume
2026-06-04 19:30:00+00:00,1.16122,1.16128,1.16108,1.16113,340.2
2026-06-04 19:45:00+00:00,1.16113,1.16131,1.16105,1.16123,641.06
2026-06-04 20:00:00+00:00,1.16124,1.16135,1.16101,1.16101,301.5
2026-06-04 20:15:00+00:00,1.16099,1.16113,1.16087,1.16092,273.15
2026-06-04 20:30:00+00:00,1.1609,1.16106,1.16081,1.16103,194.39999999999998
2026-06-04 20:45:00+00:00,1.16104,1.16118,1.16095,1.16101,364.5
2026-06-04 21:00:00+00:00,1.16099,1.16127,1.1609,1.16102,218.70000000000002
2026-06-04 21:15:00+00:00,1.16104,1.16137,1.16101,1.16136,184.95
2026-06-04 21:30:00+00:00,1.16137,1.16153,1.16103,1.16125,541.03
2026-06-04 21:45:00+00:00,1.16125,1.16142,1.16122,1.16123,97.2
2026-06-04 22:00:00+00:00,1.16123,1.16135,1.16122,1.16125,177.3
2026-06-04 22:15:00+00:00,1.16126,1.16128,1.16118,1.16127,77.85
2026-06-04 22:30:00+00:00,1.16126,1.16129,1.16112,1.16112,84.6
2026-06-04 22:45:00+00:00,1.16113,1.16119,1.16107,1.16118,150.75
2026-06-04 23:00:00+00:00,1.16119,1.1613,1.16118,1.16127,162.0
2026-06-04 23:15:00+00:00,1.16128,1.16137,1.16127,1.16129,162.45
2026-06-04 23:30:00+00:00,1.1613,1.1613,1.16118,1.16124,158.85
2026-06-04 23:45:00+00:00,1.16124,1.16134,1.16119,1.16122,210.15
2026-06-05 00:00:00+00:00,1.16121,1.1614,1.16108,1.16114,733.95
2026-06-05 00:15:00+00:00,1.16116,1.16132,1.16109,1.16128,736.2
2026-06-05 00:30:00+00:00,1.16129,1.16133,1.16114,1.16114,577.8000000000001
2026-06-05 00:45:00+00:00,1.16115,1.16134,1.16109,1.16127,494.55
2026-06-05 01:00:00+00:00,1.16128,1.16139,1.16113,1.16118,780.75
2026-06-05 01:15:00+00:00,1.16118,1.16132,1.16097,1.16115,761.85
2026-06-05 01:30:00+00:00,1.16117,1.16141,1.16111,1.16134,896.4
2026-06-05 01:45:00+00:00,1.16134,1.16149,1.16129,1.16135,663.75
2026-06-05 02:00:00+00:00,1.16137,1.16159,1.16123,1.16153,457.2
2026-06-05 02:15:00+00:00,1.16154,1.16165,1.16146,1.1616,404.46
2026-06-05 02:30:00+00:00,1.16159,1.1616,1.16133,1.16141,336.6
2026-06-05 02:45:00+00:00,1.16142,1.16152,1.16135,1.16138,451.8
2026-06-05 03:00:00+00:00,1.16139,1.16149,1.16136,1.16141,305.55
2026-06-05 03:15:00+00:00,1.16142,1.16156,1.16137,1.16144,359.1
2026-06-05 03:30:00+00:00,1.16146,1.1615,1.16136,1.16137,220.05
2026-06-05 03:45:00+00:00,1.16139,1.16148,1.16135,1.16148,215.99
2026-06-05 04:00:00+00:00,1.16148,1.16156,1.16142,1.16145,402.75
2026-06-05 04:15:00+00:00,1.16147,1.16165,1.16137,1.16137,394.2
2026-06-05 04:30:00+00:00,1.16138,1.16159,1.16137,1.16152,477.45
2026-06-05 04:45:00+00:00,1.16154,1.1617,1.16148,1.1616,380.38
2026-06-05 05:00:00+00:00,1.16159,1.16163,1.16148,1.16155,402.52
2026-06-05 05:15:00+00:00,1.16156,1.16163,1.16151,1.16159,257.4
2026-06-05 05:30:00+00:00,1.16158,1.16192,1.16158,1.1617,376.2
2026-06-05 05:45:00+00:00,1.16171,1.1618,1.16152,1.16154,400.5
2026-06-05 06:00:00+00:00,1.16155,1.1616,1.16129,1.16148,781.65
2026-06-05 06:15:00+00:00,1.16151,1.16179,1.1613,1.16177,612.9
2026-06-05 06:30:00+00:00,1.16178,1.16217,1.16173,1.16217,716.85
2026-06-05 06:45:00+00:00,1.16218,1.16226,1.16185,1.16223,713.25
2026-06-05 07:00:00+00:00,1.1622,1.1627,1.16216,1.16261,913.95
2026-06-05 07:15:00+00:00,1.16262,1.16301,1.16259,1.16301,688.05
2026-06-05 07:30:00+00:00,1.16299,1.16371,1.16293,1.16332,1039.72
2026-06-05 07:45:00+00:00,1.1633,1.1636,1.16318,1.16319,784.35
2026-06-05 08:00:00+00:00,1.16319,1.16394,1.16317,1.16392,904.1800000000001
2026-06-05 08:15:00+00:00,1.16394,1.16398,1.16362,1.16377,1421.55
2026-06-05 08:30:00+00:00,1.16376,1.16397,1.16364,1.16377,793.8
2026-06-05 08:45:00+00:00,1.16379,1.1639,1.16364,1.16366,619.2
2026-06-05 09:00:00+00:00,1.16366,1.16438,1.16345,1.16419,1452.6
2026-06-05 09:15:00+00:00,1.16422,1.16442,1.16391,1.16393,895.95
2026-06-05 09:30:00+00:00,1.16395,1.16403,1.16376,1.16384,435.37
2026-06-05 09:45:00+00:00,1.16385,1.16396,1.16373,1.16386,362.7
2026-06-05 10:00:00+00:00,1.16385,1.16403,1.16384,1.16397,418.95
2026-06-05 10:15:00+00:00,1.16399,1.16423,1.16392,1.16421,483.3
2026-06-05 10:30:00+00:00,1.1642,1.16441,1.16403,1.16411,680.85
2026-06-05 10:45:00+00:00,1.16411,1.16424,1.16387,1.16403,539.55
2026-06-05 11:00:00+00:00,1.16401,1.16404,1.16352,1.1636,607.05
2026-06-05 11:15:00+00:00,1.1636,1.16394,1.16353,1.16389,572.17
2026-06-05 11:30:00+00:00,1.16388,1.16395,1.16342,1.16357,840.6
2026-06-05 11:45:00+00:00,1.16358,1.16419,1.16354,1.16415,810.0
2026-06-05 12:00:00+00:00,1.16416,1.16427,1.16384,1.16405,1349.32
